Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2006T1;75,14
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2005T4;76,25
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2005T3;74,34
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2005T2;73,61
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2005T1;74,04
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2004T4;72,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2004T3;71,64
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2004T2;70,23
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2004T1;71,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2003T4;71,02
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2003T3;71,52
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2003T2;70,36
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2003T1;69,58
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2002T4;70,18
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2002T3;71,11
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2002T2;69,96
15 Navarra, Comunidad Foral de;De 16 a 64 años;Ambos sexos;2002T1;70,16
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2023T2;79,83
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2023T1;79,81
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2022T4;80,59
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2022T3;80,19
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2022T2;80,08
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2022T1;79,8
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2021T4;79,57
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2021T3;79,26
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2021T2;77,93
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2021T1;78,23
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2020T4;78,07
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2020T3;78,04
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2020T2;77,13
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2020T1;78,8
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2019T4;79,25
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2019T3;79,91
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2019T2;80,73
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2019T1;77,99
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2018T4;78,99
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2018T3;80,51
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2018T2;79,97
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2018T1;78,7
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2017T4;79,99
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2017T3;82,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2017T2;81,09
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2017T1;79,68
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2016T4;79,55
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2016T3;80,47
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2016T2;77,23
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2016T1;78,94
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2015T4;78,22
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2015T3;80,15
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2015T2;79,22
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2015T1;80,43
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2014T4;81
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2014T3;80,65
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2014T2;81,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2014T1;81,6
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2013T4;80,63
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2013T3;82,96
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2013T2;81,4
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2013T1;80,75
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2012T4;80,67
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2012T3;82,39
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2012T2;81,1
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2012T1;80,39
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2011T4;80,33
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2011T3;82,05
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2011T2;81,77
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2011T1;82,25
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2010T4;81,68
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2010T3;82,54
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2010T2;82,24
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2010T1;82,13
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2009T4;81,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2009T3;83,15
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2009T2;84,29
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2009T1;83,9
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2008T4;82,92
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2008T3;84,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2008T2;84,2
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2008T1;83,76
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2007T4;84,03
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2007T3;84,75
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2007T2;86,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2007T1;85,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2006T4;84,74
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2006T3;85,37
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2006T2;84,34
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2006T1;84,11
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2005T4;84,4
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2005T3;83,87
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2005T2;82,86
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2005T1;84,38
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2004T4;83,84
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2004T3;83,73
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2004T2;81,2
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2004T1;81,71
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2003T4;81,53
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2003T3;82,06
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2003T2;81,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2003T1;80,53
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2002T4;81,18
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2002T3;82,08
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2002T2;82,15
15 Navarra, Comunidad Foral de;De 16 a 64 años;Hombres;2002T1;83,44
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2023T2;72,33
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2023T1;71,65
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2022T4;72,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2022T3;71,64
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2022T2;72,1
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2022T1;73,65
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2021T4;72,38
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2021T3;74,32
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2021T2;72,87
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2021T1;71,12
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2020T4;70,84
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2020T3;68,69
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2020T2;65,76
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2020T1;68,81
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2019T4;70,99
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2019T3;71,35
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2019T2;71,52
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2019T1;70,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2018T4;73,44
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2018T3;71,19
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2018T2;72,66
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2018T1;71,64
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2017T4;71,33
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2017T3;70,11
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2017T2;71,88
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2017T1;70,97
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2016T4;71,43
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2016T3;71,37
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2016T2;69,02
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2016T1;70,9
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2015T4;71,38
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2015T3;71,4
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2015T2;70,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2015T1;69,21
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2014T4;70,79
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2014T3;70,83
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2014T2;70,52
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2014T1;71,44
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2013T4;69,89
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2013T3;69,73
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2013T2;69,95
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2013T1;70,68
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2012T4;71,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2012T3;69,94
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2012T2;71,04
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2012T1;70,02
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2011T4;70,54
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2011T3;70,82
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2011T2;70,98
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2011T1;70,87
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2010T4;68,85
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2010T3;69,01
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2010T2;70,61
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2010T1;67,59
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2009T4;67,68
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2009T3;67,38
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2009T2;68
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2009T1;67,19
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2008T4;67,28
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2008T3;67,85
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2008T2;66,57
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2008T1;68,35
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2007T4;65,9
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2007T3;65,29
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2007T2;65,74
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2007T1;66,44
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2006T4;66,18
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2006T3;66,92
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2006T2;65,05
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2006T1;65,69
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2005T4;67,66
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2005T3;64,3
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2005T2;63,86
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2005T1;63,17
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2004T4;60,48
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2004T3;58,93
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2004T2;58,69
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2004T1;60,69
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2003T4;59,97
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2003T3;60,46
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2003T2;58,9
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2003T1;58,08
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2002T4;58,63
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2002T3;59,59
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2002T2;57,16
15 Navarra, Comunidad Foral de;De 16 a 64 años;Mujeres;2002T1;56,23
16 País Vasco;Total;Ambos sexos;2023T2;56,95
16 País Vasco;Total;Ambos sexos;2023T1;55,84
16 País Vasco;Total;Ambos sexos;2022T4;56,47
16 País Vasco;Total;Ambos sexos;2022T3;56,89
16 País Vasco;Total;Ambos sexos;2022T2;55,81
16 País Vasco;Total;Ambos sexos;2022T1;56,75
16 País Vasco;Total;Ambos sexos;2021T4;56,84
16 País Vasco;Total;Ambos sexos;2021T3;56,74
16 País Vasco;Total;Ambos sexos;2021T2;55,4
16 País Vasco;Total;Ambos sexos;2021T1;55,11
16 País Vasco;Total;Ambos sexos;2020T4;55,5
16 País Vasco;Total;Ambos sexos;2020T3;55,72
16 País Vasco;Total;Ambos sexos;2020T2;53,7
16 País Vasco;Total;Ambos sexos;2020T1;55,28
16 País Vasco;Total;Ambos sexos;2019T4;55,8
16 País Vasco;Total;Ambos sexos;2019T3;55,85
16 País Vasco;Total;Ambos sexos;2019T2;56,47
16 País Vasco;Total;Ambos sexos;2019T1;56,6
16 País Vasco;Total;Ambos sexos;2018T4;56,35
16 País Vasco;Total;Ambos sexos;2018T3;55,8
16 País Vasco;Total;Ambos sexos;2018T2;56,73
16 País Vasco;Total;Ambos sexos;2018T1;56,22
16 País Vasco;Total;Ambos sexos;2017T4;56,32
16 País Vasco;Total;Ambos sexos;2017T3;56,34
16 País Vasco;Total;Ambos sexos;2017T2;56,04
16 País Vasco;Total;Ambos sexos;2017T1;55,89
16 País Vasco;Total;Ambos sexos;2016T4;56,66
16 País Vasco;Total;Ambos sexos;2016T3;57,42
16 País Vasco;Total;Ambos sexos;2016T2;56,86
16 País Vasco;Total;Ambos sexos;2016T1;56,83
16 País Vasco;Total;Ambos sexos;2015T4;56,76
16 País Vasco;Total;Ambos sexos;2015T3;56,03
16 País Vasco;Total;Ambos sexos;2015T2;56,72
16 País Vasco;Total;Ambos sexos;2015T1;57,41
16 País Vasco;Total;Ambos sexos;2014T4;57,76
16 País Vasco;Total;Ambos sexos;2014T3;56,15
16 País Vasco;Total;Ambos sexos;2014T2;57,17
16 País Vasco;Total;Ambos sexos;2014T1;56,96
16 País Vasco;Total;Ambos sexos;2013T4;57,64
16 País Vasco;Total;Ambos sexos;2013T3;56,7
16 País Vasco;Total;Ambos sexos;2013T2;57,47
16 País Vasco;Total;Ambos sexos;2013T1;57,98
16 País Vasco;Total;Ambos sexos;2012T4;58,21
16 País Vasco;Total;Ambos sexos;2012T3;57,82
16 País Vasco;Total;Ambos sexos;2012T2;58,54
16 País Vasco;Total;Ambos sexos;2012T1;58,12
16 País Vasco;Total;Ambos sexos;2011T4;59,32
16 País Vasco;Total;Ambos sexos;2011T3;59,23
16 País Vasco;Total;Ambos sexos;2011T2;58,79
16 País Vasco;Total;Ambos sexos;2011T1;58,91
16 País Vasco;Total;Ambos sexos;2010T4;58,44
16 País Vasco;Total;Ambos sexos;2010T3;58
16 País Vasco;Total;Ambos sexos;2010T2;58,67
16 País Vasco;Total;Ambos sexos;2010T1;57,67
16 País Vasco;Total;Ambos sexos;2009T4;57,99
16 País Vasco;Total;Ambos sexos;2009T3;57,81
16 País Vasco;Total;Ambos sexos;2009T2;57,9
16 País Vasco;Total;Ambos sexos;2009T1;58,03
16 País Vasco;Total;Ambos sexos;2008T4;58,57
16 País Vasco;Total;Ambos sexos;2008T3;59,17
16 País Vasco;Total;Ambos sexos;2008T2;58,48
16 País Vasco;Total;Ambos sexos;2008T1;57,76
16 País Vasco;Total;Ambos sexos;2007T4;58,17
16 País Vasco;Total;Ambos sexos;2007T3;57,81
16 País Vasco;Total;Ambos sexos;2007T2;58,13
16 País Vasco;Total;Ambos sexos;2007T1;57,82
16 País Vasco;Total;Ambos sexos;2006T4;58,64
16 País Vasco;Total;Ambos sexos;2006T3;58,68
16 País Vasco;Total;Ambos sexos;2006T2;58,36
16 País Vasco;Total;Ambos sexos;2006T1;58,03
16 País Vasco;Total;Ambos sexos;2005T4;58,01
16 País Vasco;Total;Ambos sexos;2005T3;56,87
16 País Vasco;Total;Ambos sexos;2005T2;57,35
16 País Vasco;Total;Ambos sexos;2005T1;57,18
16 País Vasco;Total;Ambos sexos;2004T4;57,2
16 País Vasco;Total;Ambos sexos;2004T3;56,88
16 País Vasco;Total;Ambos sexos;2004T2;56,63
16 País Vasco;Total;Ambos sexos;2004T1;56,79
16 País Vasco;Total;Ambos sexos;2003T4;56,65
16 País Vasco;Total;Ambos sexos;2003T3;56,6
16 País Vasco;Total;Ambos sexos;2003T2;56,04
16 País Vasco;Total;Ambos sexos;2003T1;55,31
16 País Vasco;Total;Ambos sexos;2002T4;55,46
16 País Vasco;Total;Ambos sexos;2002T3;55,36
16 País Vasco;Total;Ambos sexos;2002T2;54,63
16 País Vasco;Total;Ambos sexos;2002T1;54,63
16 País Vasco;Total;Hombres;2023T2;61,87
16 País Vasco;Total;Hombres;2023T1;60,41
16 País Vasco;Total;Hombres;2022T4;62,15
16 País Vasco;Total;Hombres;2022T3;62,15
16 País Vasco;Total;Hombres;2022T2;59,93
16 País Vasco;Total;Hombres;2022T1;61,18
16 País Vasco;Total;Hombres;2021T4;60,85
16 País Vasco;Total;Hombres;2021T3;60,96
16 País Vasco;Total;Hombres;2021T2;59,09
16 País Vasco;Total;Hombres;2021T1;59,08
16 País Vasco;Total;Hombres;2020T4;59,19
16 País Vasco;Total;Hombres;2020T3;59,81
16 País Vasco;Total;Hombres;2020T2;57,48
16 País Vasco;Total;Hombres;2020T1;59,46
16 País Vasco;Total;Hombres;2019T4;59,78
16 País Vasco;Total;Hombres;2019T3;60,33
16 País Vasco;Total;Hombres;2019T2;61,53
16 País Vasco;Total;Hombres;2019T1;60,55
16 País Vasco;Total;Hombres;2018T4;60,97
16 País Vasco;Total;Hombres;2018T3;61,38
16 País Vasco;Total;Hombres;2018T2;61,59
16 País Vasco;Total;Hombres;2018T1;61,36
16 País Vasco;Total;Hombres;2017T4;61,81
16 País Vasco;Total;Hombres;2017T3;62,34
16 País Vasco;Total;Hombres;2017T2;61,41
16 País Vasco;Total;Hombres;2017T1;61,44
16 País Vasco;Total;Hombres;2016T4;62,58
16 País Vasco;Total;Hombres;2016T3;62,91
16 País Vasco;Total;Hombres;2016T2;62,39
16 País Vasco;Total;Hombres;2016T1;62,46
16 País Vasco;Total;Hombres;2015T4;62,29
16 País Vasco;Total;Hombres;2015T3;62,37
16 País Vasco;Total;Hombres;2015T2;62,17
16 País Vasco;Total;Hombres;2015T1;62,85
16 País Vasco;Total;Hombres;2014T4;62,99
16 País Vasco;Total;Hombres;2014T3;62,79
16 País Vasco;Total;Hombres;2014T2;63,05
16 País Vasco;Total;Hombres;2014T1;62,59
16 País Vasco;Total;Hombres;2013T4;63,21
16 País Vasco;Total;Hombres;2013T3;63,18
16 País Vasco;Total;Hombres;2013T2;63,57
16 País Vasco;Total;Hombres;2013T1;64,29
16 País Vasco;Total;Hombres;2012T4;63,99
16 País Vasco;Total;Hombres;2012T3;64,22
16 País Vasco;Total;Hombres;2012T2;64,96
16 País Vasco;Total;Hombres;2012T1;64,79
16 País Vasco;Total;Hombres;2011T4;65,57
16 País Vasco;Total;Hombres;2011T3;65,91
16 País Vasco;Total;Hombres;2011T2;64,86
16 País Vasco;Total;Hombres;2011T1;65,38
16 País Vasco;Total;Hombres;2010T4;65,22
16 País Vasco;Total;Hombres;2010T3;65,64
16 País Vasco;Total;Hombres;2010T2;66,59
16 País Vasco;Total;Hombres;2010T1;65,27
16 País Vasco;Total;Hombres;2009T4;65,04
16 País Vasco;Total;Hombres;2009T3;65,37
16 País Vasco;Total;Hombres;2009T2;66,19
16 País Vasco;Total;Hombres;2009T1;66,21
16 País Vasco;Total;Hombres;2008T4;66,81
16 País Vasco;Total;Hombres;2008T3;67,89
16 País Vasco;Total;Hombres;2008T2;67,68
16 País Vasco;Total;Hombres;2008T1;67,16
16 País Vasco;Total;Hombres;2007T4;67,09
16 País Vasco;Total;Hombres;2007T3;67,26
16 País Vasco;Total;Hombres;2007T2;67,48
16 País Vasco;Total;Hombres;2007T1;67,15
16 País Vasco;Total;Hombres;2006T4;67,74
16 País Vasco;Total;Hombres;2006T3;68,58
16 País Vasco;Total;Hombres;2006T2;67,99
16 País Vasco;Total;Hombres;2006T1;67,96
16 País Vasco;Total;Hombres;2005T4;68,23
16 País Vasco;Total;Hombres;2005T3;67,71
16 País Vasco;Total;Hombres;2005T2;67,7
16 País Vasco;Total;Hombres;2005T1;67,2
16 País Vasco;Total;Hombres;2004T4;68,25
16 País Vasco;Total;Hombres;2004T3;68,02
16 País Vasco;Total;Hombres;2004T2;67,65
16 País Vasco;Total;Hombres;2004T1;67,61
16 País Vasco;Total;Hombres;2003T4;67,87
16 País Vasco;Total;Hombres;2003T3;68,02
16 País Vasco;Total;Hombres;2003T2;66,86
16 País Vasco;Total;Hombres;2003T1;66,17
16 País Vasco;Total;Hombres;2002T4;66
16 País Vasco;Total;Hombres;2002T3;66,7
16 País Vasco;Total;Hombres;2002T2;65,99
16 País Vasco;Total;Hombres;2002T1;66,23
16 País Vasco;Total;Mujeres;2023T2;52,39
16 País Vasco;Total;Mujeres;2023T1;51,62
16 País Vasco;Total;Mujeres;2022T4;51,25
16 País Vasco;Total;Mujeres;2022T3;52,06
16 País Vasco;Total;Mujeres;2022T2;52,01
16 País Vasco;Total;Mujeres;2022T1;52,66
16 País Vasco;Total;Mujeres;2021T4;53,15
16 País Vasco;Total;Mujeres;2021T3;52,84
16 País Vasco;Total;Mujeres;2021T2;52
16 País Vasco;Total;Mujeres;2021T1;51,45
16 País Vasco;Total;Mujeres;2020T4;52,1
16 País Vasco;Total;Mujeres;2020T3;51,94
16 País Vasco;Total;Mujeres;2020T2;50,22
16 País Vasco;Total;Mujeres;2020T1;51,43
16 País Vasco;Total;Mujeres;2019T4;52,13
16 País Vasco;Total;Mujeres;2019T3;51,71
16 País Vasco;Total;Mujeres;2019T2;51,8
16 País Vasco;Total;Mujeres;2019T1;52,96
16 País Vasco;Total;Mujeres;2018T4;52,08
16 País Vasco;Total;Mujeres;2018T3;50,65
16 País Vasco;Total;Mujeres;2018T2;52,25
16 País Vasco;Total;Mujeres;2018T1;51,47
16 País Vasco;Total;Mujeres;2017T4;51,25
16 País Vasco;Total;Mujeres;2017T3;50,8
16 País Vasco;Total;Mujeres;2017T2;51,09
16 País Vasco;Total;Mujeres;2017T1;50,77
16 País Vasco;Total;Mujeres;2016T4;51,2
16 País Vasco;Total;Mujeres;2016T3;52,36
16 País Vasco;Total;Mujeres;2016T2;51,77
16 País Vasco;Total;Mujeres;2016T1;51,64
16 País Vasco;Total;Mujeres;2015T4;51,64
16 País Vasco;Total;Mujeres;2015T3;50,16
16 País Vasco;Total;Mujeres;2015T2;51,67
16 País Vasco;Total;Mujeres;2015T1;52,36
16 País Vasco;Total;Mujeres;2014T4;52,91
16 País Vasco;Total;Mujeres;2014T3;49,99
16 País Vasco;Total;Mujeres;2014T2;51,72
16 País Vasco;Total;Mujeres;2014T1;51,75
16 País Vasco;Total;Mujeres;2013T4;52,47
16 País Vasco;Total;Mujeres;2013T3;50,68
16 País Vasco;Total;Mujeres;2013T2;51,77
16 País Vasco;Total;Mujeres;2013T1;52,08
16 País Vasco;Total;Mujeres;2012T4;52,8
16 País Vasco;Total;Mujeres;2012T3;51,83
16 País Vasco;Total;Mujeres;2012T2;52,52
16 País Vasco;Total;Mujeres;2012T1;51,85
16 País Vasco;Total;Mujeres;2011T4;53,43
16 País Vasco;Total;Mujeres;2011T3;52,93
16 País Vasco;Total;Mujeres;2011T2;53,06
16 País Vasco;Total;Mujeres;2011T1;52,8
16 País Vasco;Total;Mujeres;2010T4;52,04
16 País Vasco;Total;Mujeres;2010T3;50,78
16 País Vasco;Total;Mujeres;2010T2;51,17
16 País Vasco;Total;Mujeres;2010T1;50,48
16 País Vasco;Total;Mujeres;2009T4;51,31
16 País Vasco;Total;Mujeres;2009T3;50,64
16 País Vasco;Total;Mujeres;2009T2;50,05
16 País Vasco;Total;Mujeres;2009T1;50,26
