Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2017;411
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2016;406
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2015;397
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2014;394
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2013;375
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2012;365
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2011;366
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2010;363
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2009;348
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2008;295
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2007;295
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2006;286
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2005;290
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2004;290
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2003;287
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2002;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2001;287
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;2000;281
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1999;281
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1998;281
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1997;269
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1996;267
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1995;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Con taxímetro;1994;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2019;163
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2018;164
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2017;168
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2016;170
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2015;183
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2014;193
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2013;210
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2012;219
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2011;215
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2010;216
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2009;226
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2008;255
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2007;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2006;223
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2005;271
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2004;274
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2003;285
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2002;272
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2001;243
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;2000;267
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1999;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1998;272
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1997;298
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1996;300
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1995;315
TOTAL ESPAÑA;ANDALUCÍA;Almería;Provincia;Sin taxímetro;1994;309
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2019;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2018;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2017;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2016;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2015;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2014;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2013;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2012;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2011;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2010;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2009;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2008;280
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2007;280
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2006;270
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2005;277
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2004;277
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2003;274
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2002;271
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2001;271
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;2000;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1999;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1998;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1997;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1996;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1995;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Total;1994;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2019;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2018;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2017;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2016;284
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2015;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2014;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2013;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2012;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2011;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2010;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2009;283
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2008;280
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2007;280
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2006;270
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2005;277
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2004;277
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2003;274
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2002;271
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2001;271
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;2000;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1999;268
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1998;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1997;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1996;265
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1995;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Con taxímetro;1994;262
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;ANDALUCÍA;Almería;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2019;1.207
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2018;1.210
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2017;1.205
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2016;1.214
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2015;1.229
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2014;1.223
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2013;1.236
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2012;1.244
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2011;1.241
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2010;1.245
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2009;1.239
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2008;1.234
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2007;1.258
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2006;1.235
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2005;1.211
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2004;989
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2003;1.213
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2002;1.203
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2001;1.206
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;2000;1.230
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1999;1.223
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1998;1.231
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1997;1.229
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1996;1.240
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1995;1.264
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Total;1994;1.269
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2019;1.135
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2018;1.134
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2017;1.125
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2016;1.125
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2015;1.130
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2014;1.137
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2013;980
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2012;993
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2011;972
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2010;973
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2009;942
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2008;873
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2007;900
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2006;864
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2005;830
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2004;814
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2003;814
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2002;801
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2001;794
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;2000;796
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1999;796
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1998;718
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1997;796
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1996;717
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1995;763
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Con taxímetro;1994;715
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2019;72
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2018;76
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2017;80
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2016;89
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2015;99
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2014;86
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2013;256
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2012;251
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2011;269
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2010;272
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2009;297
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2008;361
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2007;358
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2006;371
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2005;381
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2004;175
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2003;399
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2002;402
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2001;412
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;2000;434
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1999;427
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1998;513
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1997;433
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1996;523
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1995;501
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Provincia;Sin taxímetro;1994;554
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2019;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2018;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2017;217
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2016;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2015;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2014;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2013;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2012;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2011;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2010;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2009;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2008;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2007;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2006;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2005;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2004;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2003;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2002;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2001;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;2000;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1999;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1998;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1997;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1996;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1995;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Total;1994;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2019;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2018;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2017;217
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2016;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2015;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2014;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2013;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2012;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2011;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2010;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2009;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2008;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2007;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2006;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2005;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2004;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2003;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2002;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2001;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;2000;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1999;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1998;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1997;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1996;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1995;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Con taxímetro;1994;224
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;ANDALUCÍA;Cádiz;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2019;817
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2018;821
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2017;814
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2016;832
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2015;836
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2014;844
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2013;847
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2012;832
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2011;829
TOTAL ESPAÑA;ANDALUCÍA;Córdoba;Provincia;Total;2010;828
